,時間,縣市,一般及機車竊盜,汽車竊盜,贓物,賭博,重傷害,一般傷害,詐欺背信,妨害自由,故意殺人,過失致死,駕駛過失,妨害家庭及婚姻,妨害風化,強制性交,共同強制性交,對幼性交,性交猥褻,重大恐嚇取財,一般恐嚇取財,擄人勒贖,侵占,偽造文書印文,第一級毒品,第二級毒品,第三級毒品,第四級毒品,毀棄損壞,妨害公務,妨害電腦使用,強盜,搶奪,內亂,重利,竊佔,偽造有價證券,妨害秩序,違反藥事法,違反國家總動員法,違反森林法,違反著作權法,違反專利法,違反商標法,公共危險,侵害墳墓屍體,妨害名譽,違反就業服務法,違反選罷法,妨害秘密,遺棄,違反貪污治罪條例,瀆職,懲治走私條例,妨害兵役,偽造貨幣,偽造度量衡,偽證,誣告,湮滅證據,藏匿頂替,脫逃,違反槍砲彈藥刀械管制條例,其他_x,其他_y,總計
105,97年 1月,南投縣,274,39,5,54,0,31,50,12,2,0,17,0,2,3,0,1,0,0,1,0,4,4,122,33,0,0,9,2,2,1,6,0,2,0,0,0,0,0,0,2,0,0,133,0,0,0,12,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,6,834
106,97年 2月,南投縣,180,35,1,24,0,12,36,3,0,0,9,2,2,2,0,1,0,0,1,0,1,2,93,27,0,0,8,2,0,3,0,0,1,4,0,0,0,0,0,1,0,0,94,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,6,554
107,97年 3月,南投縣,128,37,5,33,0,7,33,3,1,0,7,0,1,5,0,1,0,0,1,0,4,6,123,34,0,0,9,2,1,8,4,0,3,1,0,0,0,0,2,1,0,2,78,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,555
108,97年 4月,南投縣,200,34,3,3,0,17,42,4,2,0,10,1,5,5,0,0,1,0,4,0,3,10,118,27,0,0,2,1,0,2,4,0,6,0,0,0,0,0,1,4,0,3,82,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,608
109,97年 5月,南投縣,178,41,0,3,0,28,44,5,1,0,12,0,2,4,0,1,1,0,0,0,5,5,118,38,0,0,11,5,0,2,5,0,2,0,0,0,0,0,2,0,0,2,104,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,2,0,6,631
110,97年 6月,南投縣,202,45,3,5,0,18,25,4,0,2,12,2,3,1,0,2,0,0,0,0,1,5,110,28,2,0,8,1,0,2,7,0,0,1,0,0,0,0,3,0,0,7,82,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,5,0,11,600
111,97年 7月,南投縣,201,43,1,11,0,31,50,6,1,0,11,1,4,9,0,0,2,0,18,0,6,5,144,50,1,0,9,4,2,1,5,0,0,1,0,0,0,0,0,4,0,2,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,14,748
112,97年 8月,南投縣,174,42,7,3,0,27,55,5,4,0,14,0,8,2,0,0,1,1,2,0,10,3,114,25,0,0,8,0,3,1,6,0,0,2,0,0,0,0,1,1,0,3,122,0,3,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,12,663
113,97年 9月,南投縣,141,19,0,8,0,27,50,10,3,0,15,0,7,1,0,0,1,0,3,0,5,1,92,22,1,0,3,1,1,1,0,0,2,0,0,0,0,0,2,6,0,2,82,0,4,0,0,1,0,0,0,0,0,1,0,0,3,0,0,0,2,0,8,525
114,97年 10月,南投縣,137,16,0,14,0,22,44,6,1,0,19,3,0,3,0,0,2,0,1,0,8,9,101,25,0,0,3,1,2,2,1,0,2,3,0,0,0,0,2,3,0,0,115,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,20,571
115,97年 11月,南投縣,124,21,2,4,1,22,39,3,1,0,9,2,4,0,0,0,1,0,0,0,2,5,91,15,0,0,7,1,2,1,1,0,0,2,0,0,0,0,0,3,0,6,106,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,10,490
116,97年 12月,南投縣,146,18,1,6,0,21,56,8,0,0,9,0,0,3,0,3,1,0,1,0,3,6,53,14,3,0,5,1,0,3,0,0,2,5,0,1,0,0,0,0,0,1,110,0,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,10,497
118,98年 1月,南投縣,211,48,9,33,0,15,42,2,1,0,9,0,1,6,0,1,4,0,2,0,5,4,60,10,0,0,4,0,0,2,2,0,2,1,0,0,0,0,1,4,0,5,121,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,2,6,621
119,98年 2月,南投縣,179,30,5,19,0,16,39,3,1,0,15,0,2,2,0,1,2,0,3,0,4,5,93,22,2,0,5,2,3,3,9,0,6,0,0,0,0,0,0,0,0,2,131,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,3,1,12,624
120,98年 3月,南投縣,107,28,1,8,1,22,57,4,2,0,6,2,15,4,0,0,2,0,1,0,2,6,72,32,0,0,2,3,2,2,4,0,0,1,0,0,0,0,2,1,0,1,136,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,12,546
121,98年 4月,南投縣,86,26,2,8,0,40,42,10,0,0,15,0,2,3,0,0,2,0,1,0,4,7,65,20,2,0,6,0,50,1,2,0,0,3,0,0,0,0,1,1,0,1,129,0,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,20,560
122,98年 5月,南投縣,98,14,3,7,1,17,18,7,0,0,9,1,1,4,0,0,0,0,1,0,3,6,65,12,0,0,5,0,46,2,2,0,6,4,0,0,0,0,0,1,0,1,112,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,10,461
123,98年 6月,南投縣,116,37,1,3,0,27,51,7,0,0,12,0,2,2,0,1,1,0,1,0,7,6,34,10,0,0,9,3,4,1,0,0,0,8,0,0,0,0,0,4,0,2,95,0,3,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,2,0,6,458
124,98年 7月,南投縣,110,24,1,8,0,24,43,4,2,0,10,2,1,3,0,0,5,0,1,0,7,5,124,51,0,0,7,1,1,1,6,0,1,2,0,0,0,0,0,2,0,3,130,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,8,591
125,98年 8月,南投縣,128,20,1,17,0,27,37,6,1,0,6,2,1,6,0,0,4,0,1,0,9,3,100,37,0,0,7,4,2,0,1,0,3,1,0,0,0,0,1,2,0,0,94,0,5,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,2,0,26,557
126,98年 9月,南投縣,143,25,0,12,0,26,62,6,1,0,11,1,1,1,0,1,3,0,1,0,4,6,42,24,0,0,6,0,25,0,2,0,4,4,0,0,0,0,5,1,0,1,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,566
127,98年 10月,南投縣,113,26,0,12,0,20,48,7,1,1,8,1,2,3,0,0,3,0,1,0,7,6,49,28,0,0,9,1,4,7,2,0,6,2,0,0,1,0,0,4,0,0,106,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,8,489
128,98年 11月,南投縣,81,28,0,6,0,25,35,5,0,0,14,1,1,1,1,0,3,0,0,0,2,5,41,21,1,0,6,0,35,3,1,0,5,2,0,0,0,0,0,1,0,1,91,0,1,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,14,444
129,98年 12月,南投縣,62,14,0,8,0,13,20,9,1,0,8,2,0,5,0,0,0,0,2,0,4,4,39,13,0,0,5,3,1,1,1,0,0,1,0,0,0,0,2,1,0,0,98,0,4,0,29,2,0,0,0,1,0,0,0,0,1,0,0,0,1,0,6,361
131,99年 1月,南投縣,36,13,0,3,0,14,44,5,3,0,7,3,0,1,0,0,5,0,1,0,1,7,22,24,2,0,4,2,2,0,1,0,2,3,0,0,0,0,0,3,0,0,120,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,340
132,99年 2月,南投縣,240,56,4,46,0,19,42,5,0,0,6,2,1,3,0,3,4,0,2,0,2,5,52,38,1,0,3,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,142,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,0,8,701
133,99年 3月,南投縣,97,31,0,3,0,29,26,7,0,0,13,1,3,0,0,0,1,0,2,0,2,3,56,44,0,0,10,1,1,1,2,0,1,2,0,0,0,0,7,2,0,2,116,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,480
134,99年 4月,南投縣,115,27,3,12,0,26,36,7,1,0,12,1,3,1,0,0,1,0,0,0,5,7,51,38,0,0,9,2,5,2,0,0,0,1,0,0,0,0,1,0,0,0,127,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,502
135,99年 5月,南投縣,98,38,0,17,0,24,25,2,3,1,13,1,2,3,1,0,0,0,1,0,8,7,47,33,0,0,7,2,8,0,0,0,0,0,0,0,3,0,1,1,0,0,89,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,450
136,99年 6月,南投縣,133,27,3,5,0,42,23,12,1,0,8,2,1,2,0,1,3,0,2,0,3,4,36,30,0,0,8,1,2,0,2,0,0,7,0,0,4,0,0,0,0,0,119,0,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,13,516
137,99年 7月,南投縣,125,28,0,9,0,28,22,12,1,0,14,1,5,2,0,0,2,0,3,0,7,2,71,51,0,0,3,1,1,2,2,0,0,0,0,0,3,0,1,0,0,0,128,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,545
138,99年 8月,南投縣,108,37,1,9,0,31,21,7,2,1,15,1,5,4,0,1,1,0,3,0,3,4,111,55,1,0,10,0,3,2,0,0,0,2,0,0,4,0,2,0,0,0,106,0,0,0,0,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,10,565
139,99年 9月,南投縣,132,35,1,8,0,30,24,11,0,0,14,1,2,5,0,0,3,0,2,0,6,1,44,35,1,0,7,1,1,1,1,0,1,1,0,0,1,0,1,0,0,1,113,0,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,496
140,99年 10月,南投縣,119,36,0,5,0,30,22,10,1,0,13,0,1,4,0,0,0,0,0,0,7,6,42,38,0,0,8,1,1,1,0,0,7,0,0,0,1,0,0,2,0,2,122,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,0,9,494
141,99年 11月,南投縣,119,30,2,6,0,29,22,5,0,0,10,3,0,5,0,3,1,0,0,0,6,2,52,44,0,0,7,4,2,5,1,0,1,1,0,0,0,0,1,3,0,1,104,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,5,482
142,99年 12月,南投縣,64,17,1,2,0,21,28,13,1,0,17,2,0,3,0,1,7,0,1,0,4,2,30,24,1,0,6,4,2,0,3,0,2,22,0,0,4,0,3,2,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,13,424
144,100年 1月,南投縣,167,26,6,28,0,33,21,10,2,0,22,2,0,3,0,1,3,0,3,0,6,3,65,51,0,0,4,3,0,0,1,0,0,2,0,0,1,0,0,5,0,0,139,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,624
145,100年 2月,南投縣,149,21,4,17,0,17,13,8,1,0,14,1,1,2,0,0,2,0,1,0,3,3,33,25,0,0,1,3,1,1,0,0,5,1,0,0,1,0,0,1,0,1,134,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,13,482
146,100年 3月,南投縣,86,13,0,7,0,36,32,10,0,1,20,1,0,1,0,0,3,0,3,0,2,4,50,33,2,0,6,2,1,2,0,0,2,1,0,0,3,0,0,3,0,0,145,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,14,488
147,100年 4月,南投縣,94,30,1,11,0,25,20,7,1,0,15,1,0,0,0,0,3,0,1,0,6,1,41,46,2,0,4,1,0,2,0,0,3,4,0,0,0,0,1,2,0,0,106,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,0,14,450
148,100年 5月,南投縣,113,13,3,7,0,29,18,15,2,0,21,1,1,4,0,1,7,0,0,0,10,6,42,20,0,0,4,0,2,1,1,0,1,2,1,0,0,0,1,1,0,0,113,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,12,464
149,100年 6月,南投縣,96,19,0,4,0,28,28,10,0,1,14,2,2,2,0,3,2,0,1,0,5,0,28,17,3,0,5,2,0,1,1,0,0,1,0,0,1,0,3,2,0,0,91,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,392
150,100年 7月,南投縣,97,14,1,5,0,18,27,7,3,0,17,0,1,2,0,0,2,0,4,0,7,2,60,63,1,0,7,2,0,0,0,0,1,1,0,0,1,0,4,3,0,0,133,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,495
151,100年 8月,南投縣,109,15,1,12,0,27,21,11,1,0,21,1,1,2,0,0,3,0,1,0,4,3,43,27,0,0,5,2,1,0,1,0,0,0,0,0,0,0,2,0,0,0,146,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,13,478
152,100年 9月,南投縣,123,12,0,4,0,32,19,9,1,0,11,1,0,3,0,0,4,0,1,0,7,3,43,33,1,0,1,3,2,0,0,0,1,1,0,0,7,0,3,1,0,0,111,0,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,9,455
153,100年 10月,南投縣,79,19,0,9,1,24,16,10,1,0,14,0,0,3,0,0,2,0,0,0,4,4,56,37,3,0,6,1,1,0,2,0,4,1,0,0,2,0,0,1,0,0,131,0,6,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,7,448
154,100年 11月,南投縣,80,15,1,11,0,24,18,17,0,0,10,4,1,5,0,1,9,0,1,0,6,2,50,34,0,0,9,4,0,0,3,0,3,0,0,0,0,0,2,2,0,0,105,0,5,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,8,434
155,100年 12月,南投縣,65,19,2,7,0,28,19,12,1,1,17,1,0,3,0,1,4,0,0,0,2,2,16,8,0,0,8,0,1,1,2,0,1,3,0,0,1,0,0,3,0,0,107,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,346
157,101年 1月,南投縣,160,22,2,38,0,16,22,6,3,0,15,1,1,2,0,4,6,0,1,0,3,1,50,46,1,0,7,1,0,1,4,0,0,2,0,0,0,0,1,1,0,0,100,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,531
158,101年 2月,南投縣,103,24,1,9,0,30,27,8,2,0,10,2,0,1,0,2,6,0,2,0,2,2,43,29,2,0,10,0,0,3,0,0,1,3,0,0,0,0,1,0,0,0,108,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,451
159,101年 3月,南投縣,83,14,0,3,0,24,33,11,1,0,16,0,0,3,1,1,5,0,2,0,4,3,40,19,1,0,5,0,1,2,2,0,0,2,0,0,2,0,0,1,0,0,101,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,396
160,101年 4月,南投縣,78,14,0,5,0,22,18,8,2,0,17,0,4,1,0,0,5,0,0,0,3,5,54,40,0,0,9,0,1,2,0,0,3,1,0,0,1,0,2,7,0,0,100,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,7,420
161,101年 5月,南投縣,89,17,1,3,1,29,21,9,2,1,17,0,1,6,0,2,4,0,4,0,4,6,37,26,1,0,6,2,1,0,0,0,0,2,0,0,1,0,3,2,0,0,101,0,10,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,9,422
162,101年 6月,南投縣,57,11,0,7,0,18,4,8,0,0,11,0,3,4,0,2,4,0,1,0,6,2,23,14,1,0,6,3,0,3,1,0,0,2,0,0,0,0,0,2,0,0,95,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,308
163,101年 7月,南投縣,94,21,5,9,0,29,27,9,1,0,17,0,0,2,0,1,5,0,3,0,13,3,36,28,0,0,4,4,2,1,1,0,0,2,0,0,1,0,0,2,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,15,465
164,101年 8月,南投縣,105,19,1,9,0,34,21,16,1,0,18,3,1,6,0,1,8,0,2,0,11,3,46,40,4,0,11,3,0,1,1,0,1,1,0,0,0,0,10,0,0,0,128,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,12,521
165,101年 9月,南投縣,66,20,3,7,0,27,4,12,2,0,26,2,0,0,0,1,0,0,1,0,3,5,52,43,1,0,7,0,1,2,1,0,2,3,0,0,2,0,4,3,0,0,72,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,9,386
166,101年 10月,南投縣,83,11,0,6,1,22,14,7,1,1,20,3,3,6,0,3,2,0,2,0,9,2,48,33,1,0,4,2,0,2,0,0,0,1,0,0,0,0,5,2,0,0,103,0,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,13,417
167,101年 11月,南投縣,61,7,0,7,0,38,14,18,3,0,24,3,0,2,1,2,6,0,0,0,8,2,45,42,0,0,9,1,1,1,4,0,0,0,1,0,0,0,4,2,0,0,102,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,1,11,428
168,101年 12月,南投縣,73,5,0,8,0,21,21,4,0,0,19,3,1,1,0,2,1,0,1,0,8,2,33,25,2,0,10,3,0,0,0,0,0,1,0,0,0,0,2,2,0,0,87,0,2,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,6,0,6,353
170,102年 1月,南投縣,30,9,0,13,0,19,11,7,0,0,14,1,1,0,0,0,5,0,3,0,8,4,37,38,4,0,5,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,88,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,313
171,102年 2月,南投縣,301,15,13,47,0,24,19,13,1,0,10,0,2,1,0,1,2,0,0,0,4,2,46,45,3,0,3,4,0,1,1,0,3,4,0,0,0,0,0,0,0,1,107,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,15,695
172,102年 3月,南投縣,83,10,2,10,0,27,20,5,2,0,20,1,2,6,0,1,9,0,1,0,9,0,65,40,2,0,8,7,0,1,0,0,0,4,0,0,1,0,3,2,0,0,91,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,7,452
173,102年 4月,南投縣,112,14,1,5,0,22,13,10,3,0,18,1,2,2,0,0,5,0,1,0,7,2,30,27,5,0,7,5,0,1,0,0,0,5,0,0,0,0,2,0,0,3,87,0,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6,0,20,424
174,102年 5月,南投縣,79,12,1,9,0,26,7,10,0,0,32,4,0,1,0,0,3,0,2,0,5,7,48,36,4,0,9,2,2,0,1,0,0,2,0,0,2,0,3,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,10,397
175,102年 6月,南投縣,83,15,1,4,0,20,15,5,1,0,16,1,1,3,0,1,2,0,1,0,8,2,37,26,0,0,11,3,0,1,0,0,1,1,0,0,0,0,3,0,0,0,100,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,7,376
176,102年 7月,南投縣,93,23,1,4,1,28,19,8,1,0,15,1,1,9,1,2,4,0,2,0,6,1,50,49,4,0,9,4,2,1,2,0,0,2,0,0,0,0,4,1,0,0,83,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,2,0,18,455
177,102年 8月,南投縣,96,18,3,3,0,20,12,6,0,0,12,5,2,5,0,1,7,0,0,0,9,4,38,43,2,0,7,0,0,0,3,0,1,1,0,0,0,0,4,0,0,0,87,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,15,412
178,102年 9月,南投縣,88,18,1,6,0,25,12,10,1,0,10,1,2,2,0,0,5,0,3,1,8,5,29,32,1,0,4,0,1,0,0,0,3,2,0,0,0,0,7,1,0,1,97,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,13,394
179,102年 10月,南投縣,81,13,0,2,0,32,21,9,2,0,15,1,0,5,0,1,4,0,0,0,7,4,41,50,1,0,7,3,0,0,1,0,2,3,0,0,2,0,8,1,0,0,117,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,9,452
180,102年 11月,南投縣,67,9,2,5,0,18,24,10,0,1,23,1,0,5,0,1,7,0,0,0,9,1,55,62,0,0,6,4,1,1,0,0,2,1,0,0,0,0,3,0,0,1,119,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,449
181,102年 12月,南投縣,18,6,0,0,0,26,16,8,2,0,18,4,1,4,0,2,7,0,0,0,10,4,22,34,1,0,14,1,0,1,0,0,0,1,0,0,0,0,4,2,0,3,108,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,12,337
183,103年 1月,南投縣,169,20,11,40,0,15,26,8,1,0,19,0,2,0,0,0,1,0,0,0,3,0,48,45,1,0,10,3,1,0,1,0,1,1,0,0,0,0,3,0,0,0,145,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,589
184,103年 2月,南投縣,99,16,4,13,0,29,14,6,1,0,12,1,0,1,0,1,3,0,1,0,5,6,31,22,1,0,8,3,1,1,0,0,1,13,0,0,0,0,0,1,0,1,95,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,404
185,103年 3月,南投縣,56,6,0,4,0,27,20,11,2,0,18,3,3,3,0,1,4,0,3,0,5,1,24,34,3,0,6,3,0,0,0,0,1,4,0,0,0,0,3,0,0,0,90,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,348
186,103年 4月,南投縣,64,8,1,6,0,27,23,5,1,0,23,1,0,5,0,2,2,0,0,0,7,3,35,42,0,0,8,1,0,0,1,0,0,3,0,0,1,0,6,0,0,1,97,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,8,385
187,103年 5月,南投縣,75,17,1,8,0,25,16,13,0,0,32,1,0,6,0,0,4,0,0,0,7,4,21,32,0,0,5,2,2,1,1,0,2,4,0,0,0,0,2,0,0,0,121,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,6,413
188,103年 6月,南投縣,69,10,2,6,1,27,9,6,1,0,22,2,1,0,0,2,1,0,1,0,4,3,33,30,0,0,8,2,0,2,0,0,2,5,0,0,0,0,1,1,0,0,98,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,6,361
189,103年 7月,南投縣,63,11,1,7,0,28,20,11,1,0,21,0,0,7,0,7,6,0,1,0,11,2,41,54,1,0,4,4,1,1,1,0,0,8,0,0,1,0,0,0,0,0,110,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,8,438
190,103年 8月,南投縣,64,8,0,0,0,31,16,12,0,1,18,2,0,1,0,1,7,0,0,0,10,3,37,36,3,0,3,2,0,0,1,0,1,4,0,0,0,0,4,0,0,0,113,0,3,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,2,0,16,402
191,103年 9月,南投縣,74,14,4,8,0,22,28,11,1,0,21,0,2,2,0,0,6,0,2,0,2,4,29,37,2,0,6,1,1,2,2,0,3,2,1,0,1,0,3,0,0,0,128,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,439
192,103年 10月,南投縣,82,5,1,5,0,27,38,8,2,0,18,3,2,2,0,1,5,0,1,0,3,2,15,19,2,0,15,2,4,2,1,0,2,2,0,0,0,0,0,0,0,0,132,0,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,429
193,103年 11月,南投縣,53,2,2,8,0,12,18,9,1,0,14,0,2,0,0,0,7,0,2,0,3,3,31,39,1,0,12,2,0,4,1,0,3,6,0,0,1,0,0,0,0,0,121,0,1,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,384
194,103年 12月,南投縣,56,5,0,4,0,20,12,12,0,1,13,0,1,2,0,1,12,0,0,0,4,2,26,32,0,0,9,3,0,0,0,0,1,12,0,0,0,0,1,0,0,0,141,0,5,0,20,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,18,415
196,104年 1月,南投縣,23,2,1,3,0,23,23,5,1,0,16,1,4,1,0,1,5,0,3,0,4,1,30,33,1,0,4,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,177,0,4,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,6,383
197,104年 2月,南投縣,214,18,10,62,0,21,12,7,1,0,11,0,3,3,0,0,8,0,2,0,2,3,42,58,2,0,9,2,1,0,0,0,3,8,0,0,0,0,0,0,0,0,192,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,11,719
198,104年 3月,南投縣,81,9,0,5,0,26,24,12,2,0,26,4,1,0,0,0,5,0,2,0,4,2,36,39,0,0,12,5,1,0,0,0,1,1,0,0,0,0,10,4,0,0,156,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,480
199,104年 4月,南投縣,59,7,0,9,0,20,15,8,2,0,19,2,0,0,0,0,5,0,0,0,2,6,25,48,0,0,4,2,1,2,0,0,1,2,0,0,0,0,2,0,0,0,113,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,24,385
200,104年 5月,南投縣,74,13,1,13,0,28,24,12,0,0,18,0,2,2,0,0,7,0,1,0,9,6,48,55,2,0,5,2,1,0,0,0,1,3,0,0,0,0,2,1,0,0,133,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4,0,23,494
201,104年 6月,南投縣,61,6,0,16,0,16,21,8,1,0,24,1,1,1,0,1,3,0,0,0,3,1,41,42,0,0,5,1,0,0,2,0,0,3,0,0,0,0,0,0,0,0,122,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,9,400
202,104年 7月,南投縣,107,12,0,14,0,31,22,3,1,0,24,3,0,3,0,2,6,0,7,0,5,9,46,72,2,0,5,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,145,1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,12,546
203,104年 8月,南投縣,82,8,0,11,0,18,35,10,2,0,17,0,1,5,0,0,8,0,1,0,1,0,49,63,1,0,6,2,0,2,0,0,2,5,0,0,0,0,0,2,0,0,139,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10,488
204,104年 9月,南投縣,87,12,3,16,0,29,26,11,2,0,16,0,0,1,0,0,7,0,3,0,4,5,44,48,1,0,10,2,0,5,0,0,0,1,0,0,0,0,0,2,0,0,133,0,6,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,12,490
205,104年 10月,南投縣,86,4,0,27,0,22,36,9,1,0,15,1,1,5,0,0,4,0,2,0,4,3,53,86,2,0,7,2,0,3,0,0,0,2,0,0,0,0,0,0,0,0,131,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,519
206,104年 11月,南投縣,61,6,1,22,0,19,33,9,1,0,15,0,0,3,0,1,6,0,2,0,4,0,48,47,1,0,8,3,0,0,1,0,10,2,0,0,0,0,4,0,0,1,158,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,12,486
207,104年 12月,南投縣,63,10,1,17,0,15,19,13,0,1,20,1,1,2,0,1,5,0,1,0,11,4,26,35,3,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,131,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,16,409
